Concurso,Data Sorteio,1º Prêmio,2º Prêmio,3º Prêmio,4º Prêmio,5º Prêmio
02630,18/07/1990,68380,30695,42973,69173,46826
02631,21/07/1990,14962,99891,50262,31170,18346
02632,25/07/1990,00556,68531,19413,67821,10452
02633,28/07/1990,97480,74627,44288,01353,39990
02634,01/08/1990,48595,95437,00593,82844,42286
02635,04/08/1990,15026,69707,48079,33136,95060
02636,08/08/1990,27941,74685,86183,01002,00039
02637,11/08/1990,94941,66473,51853,53131,84212
02638,15/08/1990,75326,58788,35012,47728,57630
02639,18/08/1990,80831,22443,57200,24219,37061
02640,22/08/1990,72218,05763,97199,76553,52992
02641,25/08/1990,46104,55767,16015,94018,61865
02642,29/08/1990,63675,92939,27604,46862,15084
02643,01/09/1990,64942,32156,15682,63707,58894
02644,05/09/1990,59797,35556,66690,04852,61225
02645,12/09/1990,18429,00341,15788,56876,32902
02646,15/09/1990,65305,36010,38527,49259,37022
02647,19/09/1990,28667,03486,15390,33232,72958
02648,22/09/1990,05383,66936,08581,33542,32152
02649,26/09/1990,76096,01105,76552,68033,49625
02650,29/09/1990,16093,02171,62977,46153,74141
02651,06/10/1990,30770,77087,64791,64925,32479
02652,10/10/1990,03805,77773,14283,45728,46370
02653,17/10/1990,28546,69436,34110,37386,50824
02654,20/10/1990,72366,79218,56317,59880,67976
02655,24/10/1990,37815,76178,69332,38735,33132
02656,27/10/1990,05044,10578,53449,13068,30812
02657,31/10/1990,76235,44436,04288,12304,28566
02658,07/11/1990,28488,32049,00824,14118,03434
02659,10/11/1990,01346,24618,30376,28768,60226
02660,17/11/1990,32251,17548,57788,11228,27855
02661,21/11/1990,58903,07460,18771,20071,51520
02662,24/11/1990,09394,73688,42261,05856,53640
02663,28/11/1990,62767,62147,31458,48999,30750
02664,01/12/1990,18726,62425,79859,75824,56580
02665,05/12/1990,56204,64072,01965,57162,46834
02666,08/12/1990,79547,56790,55940,76573,66971
02667,12/12/1990,39601,43048,67025,15041,11020
02668,15/12/1990,44815,26442,19802,47090,04257
02669,22/12/1990,60178,55260,45097,09773,41803
02670,29/12/1990,32120,51180,55300,27554,78645
02671,05/01/1991,35357,33606,64413,79947,00937
02672,09/01/1991,47406,01351,05289,13767,53799
02673,12/01/1991,44813,16863,17138,52366,03185
02674,16/01/1991,74586,15182,45367,28862,14113
02675,19/01/1991,66588,15611,63958,13077,58584
02676,23/01/1991,22910,46895,04221,05206,05537
02677,26/01/1991,45876,69615,62260,70042,28494
02678,30/01/1991,02345,66026,18436,09252,64219
02679,02/02/1991,71009,57851,42696,71846,46430
02680,06/02/1991,53494,22609,75466,12544,78947
02681,09/02/1991,38609,39859,42111,70842,31533
02682,16/02/1991,57370,61202,71454,24133,24858
02683,20/02/1991,63322,08405,59754,74877,01689
02684,23/02/1991,16197,08625,07291,42596,75529
02685,27/02/1991,20962,29274,21884,13595,06030
02686,02/03/1991,08166,11835,18323,21247,18482
02687,06/03/1991,72967,21522,27166,50244,57805
02688,09/03/1991,21808,31160,71025,07490,23491
02689,13/03/1991,73154,47510,25885,35042,13756
02690,16/03/1991,55789,58966,20866,02797,28074
02691,20/03/1991,70575,31007,45908,09448,55657
02692,23/03/1991,43016,51827,52168,21437,44664
02693,27/03/1991,27274,07361,59176,48415,01602
02694,03/04/1991,70093,08754,61410,10550,20790
02695,06/04/1991,74100,24371,62767,23764,04908
02696,10/04/1991,19730,60161,34888,24392,73356
02697,13/04/1991,27906,25630,55273,63971,45361
02698,17/04/1991,47140,45617,76261,69692,15909
02699,20/04/1991,24175,47845,63118,02641,39526
02700,24/04/1991,08682,46215,40643,65870,20244
02701,27/04/1991,13478,16386,23793,10150,03664
02702,04/05/1991,41830,69533,48920,56436,12439
02703,08/05/1991,41979,42027,56930,51664,41919
02704,11/05/1991,26586,59339,28073,38529,01185
02705,15/05/1991,20406,47875,51576,64307,15260
02706,18/05/1991,07889,22780,65374,58893,45861
02707,22/05/1991,69458,49245,37047,38681,01579
02708,25/05/1991,59500,25649,53969,03046,01925
02709,01/06/1991,46868,53973,16965,07937,61711
02710,05/06/1991,21183,21959,22769,43258,47518
02711,08/06/1991,28228,29599,44418,28837,24111
02712,12/06/1991,68931,12038,06782,25316,18393
02713,15/06/1991,61545,17867,32108,01914,19277
02714,22/06/1991,15521,24671,37231,08515,44690
02715,26/06/1991,69686,52675,58052,37292,49592
02716,29/06/1991,60388,52564,21994,35436,40770
02717,06/07/1991,72562,43920,05100,94289,87419
02718,10/07/1991,33419,18895,37252,47639,14308
02719,13/07/1991,08938,54576,44895,38478,08127
02720,17/07/1991,53329,12976,53669,12124,34154
02721,20/07/1991,41307,18549,40536,54384,23701
02722,24/07/1991,01676,02887,35084,57233,07368
02723,27/07/1991,35508,31451,05285,14948,52248
02724,31/07/1991,18297,23642,38548,24258,59704
02725,03/08/1991,24190,42540,31502,11111,42507
02726,07/08/1991,56778,49917,56483,33778,24590
02727,10/08/1991,19868,31859,08042,40448,43591
02728,14/08/1991,22213,45800,27621,08630,00795
02729,17/08/1991,44377,54440,41266,23165,10211
02730,21/08/1991,29068,52225,18162,53370,50915
02731,24/08/1991,21371,20735,39698,07821,52635
02732,28/08/1991,12395,17941,09119,56306,04961
02733,31/08/1991,49471,40269,22302,49475,47308
02734,04/09/1991,22068,42547,06378,11628,25495
02735,11/09/1991,45680,04623,44543,24963,03641
02736,14/09/1991,36553,42668,29236,08253,28791
02737,18/09/1991,01651,18625,30708,49370,11093
02738,21/09/1991,25179,30669,41223,33994,02376
02739,25/09/1991,46919,14088,20322,11044,39662
02740,28/09/1991,35873,15166,22086,43568,13224
02741,29/09/1991,46285,42122,02242,27279,40999
02742,05/10/1991,07475,31923,45156,23223,45820
02743,09/10/1991,40041,06561,08997,49587,10443
02744,16/10/1991,11668,27354,45513,27892,10431
02745,19/10/1991,01404,36637,03235,27378,00034
02746,23/10/1991,13303,40500,18409,33656,47968
02747,26/10/1991,49546,02047,16163,17248,04467
02748,30/10/1991,10699,09919,07566,45970,37468
02749,06/11/1991,29515,18893,03466,34730,12560
02750,09/11/1991,40030,19427,16341,36242,07115
02751,16/11/1991,20381,15409,02868,46752,22099
02752,20/11/1991,30779,32177,22716,28053,14689
02753,23/11/1991,20188,21495,14593,40715,32855
02754,27/11/1991,12531,36442,17974,00706,28780
02755,30/11/1991,42198,42216,33810,09192,00587
02756,04/12/1991,49146,45018,35511,12715,38240
02757,07/12/1991,23132,09666,33791,08444,33252
02758,11/12/1991,14387,24937,08700,19097,34918
02759,14/12/1991,07958,07552,44313,15782,03676
02760,21/12/1991,35543,07148,26685,03438,48508
02761,28/12/1991,08561,16758,14644,14512,58428
02762,04/01/1992,34106,00453,09592,08426,03620
02763,08/01/1992,05436,05931,45546,23930,06770
02764,11/01/1992,44565,24084,04302,12613,19486
02765,15/01/1992,18656,10243,47650,41433,47313
02766,18/01/1992,35745,39119,41580,37988,17510
02767,22/01/1992,28644,15807,11217,00106,38846
02768,25/01/1992,18375,03423,25930,43600,30335
02769,29/01/1992,08298,31920,07830,30158,43238
02770,01/02/1992,19076,01465,35129,37059,30478
02771,05/02/1992,23633,24072,48227,47832,12557
02772,08/02/1992,01235,28831,29611,26347,30696
02773,12/02/1992,15546,21633,45073,03954,06484
02774,15/02/1992,42304,38751,28796,43345,09469
02775,19/02/1992,22090,41332,18692,45551,26956
02776,22/02/1992,23787,04128,38529,03122,28709
02777,26/02/1992,19335,39916,38383,21534,32106
02778,29/02/1992,22131,33251,32869,08185,33547
02779,07/03/1992,62789,37115,40474,72069,38893
02780,11/03/1992,60557,33411,01577,32488,61079
02781,14/03/1992,03405,20721,28909,65999,12172
02782,18/03/1992,60210,40558,02533,32605,03028
02783,21/03/1992,01201,54784,44015,69316,39305
02784,25/03/1992,16138,67575,59728,77476,29259
02785,28/03/1992,71906,29229,54829,00222,03442
02786,01/04/1992,68731,29849,45580,45737,16991
02787,05/04/1992,20100,46207,36685,53650,23957
02788,08/04/1992,69644,63608,13586,55302,50947
02789,11/04/1992,74025,61806,69589,04363,35499
02790,15/04/1992,53749,32553,12465,12513,15929
02791,25/04/1992,24956,61318,26866,12024,19852
02792,29/04/1992,28420,15600,34465,69693,77088
02793,06/05/1992,45745,69102,22292,33547,08534
02794,09/05/1992,53483,07071,15364,79893,23674
02795,13/05/1992,44141,49092,53829,45334,06269
02796,16/05/1992,09887,34218,70993,03349,38010
02797,20/05/1992,66261,16270,75224,07471,25265
02798,23/05/1992,79581,22605,67185,12943,19540
02799,27/05/1992,78307,54902,21729,68150,32807
02800,30/05/1992,21105,09719,54090,32745,55469
02801,06/06/1992,04270,02696,45194,32769,73344
02802,13/06/1992,32247,53242,28463,29644,02026
02803,20/06/1992,32432,64047,30048,48671,09164
02804,27/06/1992,56750,08073,37711,69620,59446
02805,04/07/1992,57179,66917,58945,55952,13174
02806,11/07/1992,38875,23664,33277,05635,53320
02807,18/07/1992,13569,01179,58823,66649,74161
02808,25/07/1992,38021,23045,54013,29959,01608
02809,01/08/1992,62820,37990,73304,52926,66840
02810,08/08/1992,69454,50988,21742,18821,19075
02811,15/08/1992,66022,76759,12076,17599,78510
02812,22/08/1992,67679,26565,71804,78462,62248
02813,29/08/1992,67989,21016,12834,17704,79628
02814,05/09/1992,60362,25665,01856,20176,51418
02815,12/09/1992,34050,37174,74792,30231,06318
02816,19/09/1992,17852,99576,21324,02043,85024
02817,26/09/1992,79563,55663,43335,35555,33963
02818,03/10/1992,78687,33951,12325,43134,25551
02819,11/10/1992,77259,77703,03872,55665,24558
02820,17/10/1992,76128,18571,63139,16346,00844
02821,24/10/1992,78532,57355,16736,31659,56306
02822,31/10/1992,68297,78835,21806,62338,00571
02823,07/11/1992,11656,34789,20753,67963,43750
02824,14/11/1992,29016,04849,69840,24199,73402
02825,21/11/1992,04320,44522,01366,11999,79176
02826,28/11/1992,77689,57435,01821,76675,36183
02827,05/12/1992,73326,17402,15190,58277,10152
02828,12/12/1992,45134,73849,22158,17344,51205
02829,23/12/1992,08510,65146,02695,48116,79362
02830,30/12/1992,69041,32776,50151,35550,70711
02831,09/01/1993,41047,29654,14365,24570,12292
02832,16/01/1993,63033,03653,35989,14665,57958
02833,23/01/1993,19081,18661,20011,25073,26415
02834,30/01/1993,37061,05686,35512,65633,22423
02835,06/02/1993,22132,30095,04990,27134,59006
02836,13/02/1993,06431,39068,59658,34429,45456
02837,20/02/1993,13139,54873,20824,38313,68020
02838,27/02/1993,20032,44796,55044,19311,12570
02839,06/03/1993,32642,05726,14527,28159,01277
02840,13/03/1993,44123,53856,44616,18813,46136
02841,20/03/1993,78080,00088,19560,44588,64747
02842,27/03/1993,00807,20268,58783,66928,13528
02843,03/04/1993,50152,19845,46318,48396,60200
02844,10/04/1993,30536,46850,09808,44421,73519
02845,17/04/1993,77227,05203,65721,56611,19613
02846,24/04/1993,16822,79534,08304,00742,10767
02847,08/05/1993,34782,42236,19637,72443,27561
02848,15/05/1993,42688,73236,26957,40143,41893
02849,22/05/1993,32731,37301,15515,07337,37411
02850,29/05/1993,44002,79940,74812,59086,00888
02851,05/06/1993,56494,27943,49475,01804,22103
02852,12/06/1993,14114,69329,20253,44574,61807
02853,19/06/1993,20561,35140,71195,70389,79468
02854,26/06/1993,59522,59520,75647,26340,01737
02855,03/07/1993,35866,12983,78833,31065,36230
02856,10/07/1993,21203,32607,34526,47510,05086
02857,17/07/1993,00335,54944,35299,01498,11336
02858,24/07/1993,04168,66274,50991,21352,56080
02859,31/07/1993,46372,07773,49695,74605,68665
02860,07/08/1993,11087,69768,72939,62968,14616
02861,14/08/1993,36741,35548,76527,34054,56830
02862,21/08/1993,28198,51912,45480,52680,29772
02863,28/08/1993,51271,26679,51028,01109,03020
02864,04/09/1993,36293,64058,41022,55608,58249
02865,11/09/1993,35620,56693,48747,70124,45510
02866,18/09/1993,18681,08779,55141,56580,22486
02867,25/09/1993,12134,49187,29500,20051,08667
02868,02/10/1993,61058,25173,32748,10699,40797
02869,09/10/1993,12364,91107,66540,94945,25914
02870,16/10/1993,34760,53350,57175,55385,23450
02871,20/10/1993,10495,00000,00000,00000,00000
02872,23/10/1993,45561,44964,20716,36766,01868
02873,27/10/1993,05626,00000,00000,00000,00000
02874,30/10/1993,13333,06529,44790,07461,29744
02875,06/11/1993,36562,31403,11266,69433,23258
02876,10/11/1993,02649,00000,00000,00000,00000
02877,13/11/1993,64504,37902,65810,64201,68459
02878,20/11/1993,86161,06227,27763,36029,04235
02879,24/11/1993,03243,00000,00000,00000,00000
02880,27/11/1993,01660,21560,31109,35188,63211
02881,01/12/1993,08637,00000,00000,00000,00000
02882,04/12/1993,51131,40137,29015,28576,25057
02883,08/12/1993,06195,00000,00000,00000,00000
02884,11/12/1993,08931,29024,68999,27795,36573
02885,15/12/1993,11323,00000,00000,00000,00000
02886,22/12/1993,37673,58232,59978,45186,67941
02887,29/12/1993,49638,30121,05900,25100,27705
02888,08/01/1994,56179,59993,02413,22761,39721
02889,12/01/1994,13968,00000,00000,00000,00000
02890,15/01/1994,42150,25654,34076,04579,11694
02891,19/01/1994,00000,00000,00000,00000,00000
02892,22/01/1994,04831,51697,49826,44250,04402
02893,26/01/1994,00000,00000,00000,00000,00000
02894,29/01/1994,45587,19979,43632,31731,35932
02895,02/02/1994,00000,00000,00000,00000,00000
02896,05/02/1994,38810,26618,30647,38595,40942
02897,09/02/1994,00000,00000,00000,00000,00000
02898,12/02/1994,63879,32473,25094,59738,44998
02899,19/02/1994,38329,19412,63754,55368,13632
02900,23/02/1994,06775,00000,00000,00000,00000
02901,26/02/1994,22445,03055,32490,21863,57960
02902,02/03/1994,08146,00000,00000,00000,00000
02903,05/03/1994,64522,42881,23633,57643,53160
02904,09/03/1994,03058,00000,00000,00000,00000
02905,12/03/1994,51125,66288,29423,06626,63108
02906,16/03/1994,06892,00000,00000,00000,00000
02907,19/03/1994,66496,68028,38635,62348,23364
02908,23/03/1994,08874,00000,00000,00000,00000
02909,26/03/1994,32264,19191,37951,03172,20224
02910,30/03/1994,12436,00000,00000,00000,00000
02911,06/04/1994,05551,00000,00000,00000,00000
02912,09/04/1994,50818,22116,66599,59707,15717
02913,13/04/1994,08453,00000,00000,00000,00000
02914,16/04/1994,49870,55516,11404,20306,69932
02915,23/04/1994,19616,67551,50889,32228,01888
02916,27/04/1994,00133,08800,05050,09598,07177
02917,30/04/1994,21894,33181,06313,64710,22668
02918,04/05/1994,09812,01487,08099,07597,06858
02919,07/05/1994,09345,68666,43464,18313,36271
02920,11/05/1994,08338,05954,05572,05213,05795
02921,14/05/1994,46885,35825,28095,65112,23837
02922,18/05/1994,07485,03590,06418,00668,09980
02923,21/05/1994,59991,58845,42959,07200,61078
02924,25/05/1994,03537,09043,08552,04153,00440
02925,28/05/1994,63839,23968,18353,56548,01509
02926,04/06/1994,17237,69381,28396,24096,60061
02927,11/06/1994,19653,25746,17461,13552,68279
02928,15/06/1994,00354,09638,06207,04561,09817
02929,18/06/1994,57265,32925,00679,47273,21071
02930,25/06/1994,44683,19679,59899,01541,54499
02931,29/06/1994,09894,05183,07356,09336,01003
02932,02/07/1994,20707,23995,37159,21116,40304
02933,06/07/1994,05271,05146,01889,01134,05015
02934,09/07/1994,56515,24957,11764,46031,45545
02935,13/07/1994,02585,02410,03650,05743,00142
02936,16/07/1994,38059,23091,06093,43508,19488
02937,20/07/1994,02741,00427,02223,04412,07105
02938,23/07/1994,50155,23905,40970,30227,36763
02939,27/07/1994,02043,06442,04392,03737,07352
02940,30/07/1994,08376,04152,08503,52324,36122
02941,03/08/1994,05908,03252,03158,07332,03126
02942,06/08/1994,02950,12031,40839,20737,50893
02943,10/08/1994,08070,01969,00938,09319,02217
02944,13/08/1994,37141,57597,15006,34934,54292
02945,17/08/1994,00437,08403,02774,09936,05357
02946,20/08/1994,16568,30416,25500,06727,06167
02947,24/08/1994,04535,05193,07077,01412,02834
02948,24/08/1994,37523,24881,12614,12745,33842
02949,31/08/1994,06653,03525,02157,08534,01523
02950,03/09/1994,65094,62754,57185,34110,33132
02951,10/09/1994,52340,49377,22486,51860,19866
02952,14/09/1994,02918,04061,07250,09359,01276
02953,17/09/1994,01364,26928,55349,68744,67169
02954,21/09/1994,05240,03164,01741,09696,07946
02955,24/09/1994,67730,04940,02404,59242,37167
02956,28/09/1994,06581,06882,03540,09802,06094
02957,01/10/1994,05223,52467,30420,56922,35482
02958,08/10/1994,22342,30709,11690,26482,10441
02959,15/10/1994,42356,19744,26999,18546,14955
02960,19/10/1994,09996,08080,05434,04217,08767
02961,22/10/1994,05400,13035,44633,61675,09322
02962,26/10/1994,08260,09725,00279,07139,09131
02963,29/10/1994,05803,04653,24823,51538,21305
02964,05/11/1994,67782,37656,14588,20245,58071
02965,09/11/1994,00860,00760,07539,05595,08245
02966,12/11/1994,22443,00592,59344,57071,06368
02967,19/11/1994,10405,56765,12124,57625,57994
02968,23/11/1994,09498,09998,01445,00683,01346
02969,26/11/1994,68207,05063,22928,42947,12039
02970,30/11/1994,03614,01059,06697,02274,08149
02971,03/12/1994,07682,65634,41664,25507,58645
02972,07/12/1994,00178,09775,02171,08833,07417
02973,10/12/1994,47772,45286,42699,15792,15147
02974,14/12/1994,06782,04644,07019,00654,01238
02975,17/12/1994,50405,00858,37835,54601,55562
02976,24/12/1994,38013,27760,43611,30649,73406
02977,31/12/1994,59023,09125,20259,26804,32605
02978,07/01/1995,36099,04982,71746,48118,79473
02979,11/01/1995,01993,03770,09706,03314,05598
02980,14/01/1995,41019,14354,18327,11978,56270
02981,18/01/1995,00042,06234,00765,00456,01914
02982,21/01/1995,49481,53389,52802,44742,13693
02983,25/01/1995,09289,00264,05971,05348,01485
02984,28/01/1995,37820,61441,32188,41472,46749
02985,01/02/1995,07676,06800,05488,04734,02780
02986,04/02/1995,08113,00980,47464,54240,22391
02987,08/02/1995,07552,08449,07656,04837,08252
02988,11/02/1995,69151,42803,51456,06456,31857
02989,15/02/1995,00465,02918,04270,08788,08197
02990,18/02/1995,40625,51793,18885,05881,65880
02991,25/02/1995,67317,02074,66951,28249,42945
02992,04/03/1995,65289,26399,12857,03562,37013
02993,08/03/1995,02075,68715,20835,17084,31225
02994,11/03/1995,27326,16281,22649,32790,49874
02995,15/03/1995,09277,42344,58389,32284,10380
02996,18/03/1995,32073,04127,06117,05714,54161
02997,25/03/1995,45535,63651,43748,24551,36375
02998,29/03/1995,19897,63741,52990,47809,60680
02999,01/04/1995,45503,42230,35917,48654,13399
03000,08/04/1995,51971,02430,43420,66826,53773
03001,12/04/1995,14109,16516,42136,43778,42295
03002,19/04/1995,49338,43987,27123,37264,63828
03003,26/04/1995,35662,56807,26841,38983,27192
03004,29/04/1995,28878,15417,10051,21038,28262
03005,06/05/1995,15322,30983,33325,55993,04291
03006,10/05/1995,49321,07518,61323,09119,69217
03007,13/05/1995,14714,29569,67193,41912,54041
03008,17/05/1995,23649,34246,34403,36535,12862
03009,20/05/1995,19204,21754,20815,00633,44773
03010,24/05/1995,58378,32852,67856,33168,39707
03011,27/05/1995,23907,57963,68778,15586,28243
03012,31/05/1995,16064,31907,01150,55787,50540
03013,03/06/1995,37924,01850,38409,43825,55012
03014,07/06/1995,24527,00064,52773,03233,50012
03015,10/06/1995,06361,18091,22338,43612,46737
03016,17/06/1995,25431,51544,44572,26922,68827
03017,24/06/1995,00719,54113,10447,45094,23211
03018,01/07/1995,39202,13910,26075,02585,20929
03019,05/07/1995,39432,16650,39092,63666,44642
03020,08/07/1995,32760,68315,27614,05587,10682
03021,12/07/1995,69282,31932,20343,68962,12881
03022,15/07/1995,10013,01834,20995,29993,02962
03023,19/07/1995,59958,56746,44928,66589,10128
03024,22/07/1995,51080,22062,57091,37609,35531
03025,26/07/1995,16549,23909,39008,60108,06282
03026,29/07/1995,53884,10712,04345,31408,33936
03027,02/08/1995,36581,02476,21612,62167,50504
03028,05/08/1995,20393,43591,15980,52663,68423
03029,09/08/1995,21245,02490,64697,58243,67413
03030,12/08/1995,29086,67085,31787,09717,20768
03031,16/08/1995,62612,18328,64885,19860,24349
03032,19/08/1995,08247,59311,27608,30913,32035
03033,23/08/1995,65523,25993,08542,38787,23530
03034,26/08/1995,52043,24218,35163,69138,01756
03035,30/08/1995,56727,29085,36728,07263,62027
03036,02/09/1995,19059,47982,15963,31707,05588
03037,06/09/1995,05617,28788,14134,65909,17612
03038,13/09/1995,57258,13806,22323,25027,57029
03039,16/09/1995,16508,30622,07852,69072,36076
03040,20/09/1995,60634,13519,33032,10634,02014
03041,23/09/1995,10610,55556,43205,39832,68580
03042,27/09/1995,69121,62292,39332,57216,52861
03043,30/09/1995,50669,13747,53470,65382,21799
03044,07/10/1995,36030,07344,08045,05743,35028
03045,14/10/1995,59216,45617,35698,46828,20359
03046,18/10/1995,12797,45338,36443,54995,23988
03047,21/10/1995,56778,69154,53796,23754,67576
03048,25/10/1995,05102,00240,43992,43886,48630
03049,28/10/1995,26912,11638,37454,36809,36590
03050,04/11/1995,38723,05739,52286,22223,14956
03051,11/11/1995,28977,16265,46128,25218,10517
03052,18/10/1995,02868,32624,27963,05984,48324
03053,22/10/1995,22254,26802,30085,55019,09645
03054,25/11/1995,59886,60475,41573,01867,12844
03055,29/11/1995,45155,44073,25030,19064,17449
03056,02/12/1995,50610,15611,60892,46492,50996
03057,06/12/1995,25986,28507,12264,62894,47433
03058,09/12/1995,24240,03553,06319,54710,05781
03059,13/12/1995,32330,48710,02312,61091,55607
03060,16/12/1995,47640,61384,22131,62875,18858
03061,23/12/1996,33606,18695,10729,21662,28666
03062,30/12/1995,01635,43518,40159,57598,33272
03063,06/01/1996,03454,35357,02861,54980,18967
03064,10/01/1996,16859,39605,43887,53810,28919
03065,13/01/1996,34636,62722,45206,01523,12462
03066,17/01/1996,03651,22312,14353,05304,50638
03067,20/01/1996,57298,61240,21460,46256,42642
03068,24/01/1996,51015,52811,42030,48472,43283
03069,27/01/1996,35283,48412,63145,50743,38163
03070,31/01/1996,41960,56880,53054,05621,44759
03071,03/02/1996,23713,43650,43316,09166,26827
03072,10/02/1996,43960,01021,58526,40279,69711
03073,14/02/1996,27499,43640,25312,08621,23543
03074,17/02/1996,15409,35563,09876,22847,39654
03075,24/02/1996,59567,23915,37207,37428,16755
03076,28/02/1996,00110,27007,55574,23858,01329
03077,02/03/1996,54252,26506,52798,44662,44231
03078,06/03/1996,40295,21535,04315,39188,59030
03079,09/03/1996,57576,21896,03432,37234,15654
03080,13/03/1996,12692,45141,15045,51464,25623
03081,16/03/1996,45247,55251,56456,00627,22572
03082,20/03/1996,23695,42830,01258,45308,27063
03083,23/03/1996,05749,23993,40471,59026,42570
03084,30/03/1996,61616,43488,64204,28911,62709
03085,03/04/1996,31233,32158,12220,18384,30651
03086,13/04/1996,64574,44446,10366,31507,48409
03087,17/04/1996,00817,06126,60639,08054,03349
03088,20/04/1996,45968,00828,15698,58527,06530
03089,24/04/1996,52382,47310,27676,22859,43993
03090,27/04/1996,52746,02261,09266,28315,39238
03091,04/05/1996,18566,28423,09025,06259,57935
03092,08/05/1996,53724,57158,03995,36800,18405
03093,11/05/1996,56205,28988,56784,63615,18051
03094,15/05/1996,03946,49909,31358,58600,34534
03095,18/05/1996,32852,49816,58706,25157,44356
03096,22/05/1996,02410,56108,64282,47600,25274
03097,25/05/1996,43383,59361,60782,49979,60066
03098,29/05/1996,54568,08498,20612,11366,50418
03099,01/06/1996,54208,00145,20130,37996,28475
03100,08/06/1996,00948,49987,54157,37310,56613
03101,12/06/1996,27675,30425,54132,23107,49454
03102,15/06/1996,09429,26982,02303,09544,53895
03103,22/06/1996,12899,32142,11681,58481,44316
03104,26/06/1996,11662,48263,15880,44385,16200
03105,29/06/1996,08164,49928,51839,05519,06674
03106,03/07/1996,24410,29249,64937,42694,61225
03107,06/07/1996,21609,35040,41768,53318,36360
03108,10/07/1996,58280,28465,60661,43242,21729
03109,13/07/1996,12206,21765,50883,28745,38199
03110,20/07/1996,17780,23601,26360,55147,36793
03111,24/07/1996,14766,02076,37029,18220,18602
03112,27/07/1996,59137,18947,46107,50016,23582
03113,31/07/1996,31335,16571,14755,59456,38087
03114,03/08/1996,62499,45631,38021,28411,54463
03115,10/08/1996,04004,23432,39843,26774,58877
03116,14/08/1996,45009,23804,37138,43651,48885
03117,17/08/1996,04314,06031,19388,02073,30114
03118,21/08/1996,34043,16039,50648,20526,04182
03119,24/08/1996,22238,52428,17311,59318,32103
03120,28/08/1996,07974,35468,02610,17057,11187
03121,31/08/1996,52612,41123,34231,44815,04459
03122,07/09/1996,00939,44020,04360,07148,50970
03123,11/09/1996,25502,18250,45009,40500,31130
03124,14/09/1996,62628,45516,55039,15492,16791
03125,18/09/1996,39084,37073,48040,22461,40706
03126,21/09/1996,15376,37346,34393,01155,32957
03127,25/09/1996,59867,03547,02840,50832,31826
03128,28/09/1996,37559,04228,15008,22988,64786
03129,05/10/1996,65663,06928,32762,35830,12137
03130,09/10/1996,58821,29244,45034,40237,41474
03131,16/10/1996,30432,00418,00120,39927,20515
03132,19/10/1996,34382,23610,56804,11689,56077
03133,23/10/1996,07484,24620,53958,05010,52452
03134,26/10/1996,30297,36268,29322,49534,23128
03135,30/10/1996,56080,04257,22587,58376,39398
03136,09/11/1996,01891,22024,47851,57789,27136
03137,16/11/1996,43622,16934,18175,25130,58759
03138,20/11/1996,40666,06405,46403,05782,28207
03139,23/11/1996,34970,06150,03544,47196,50457
03140,27/11/1996,63153,60236,07800,18084,60515
03141,30/11/1996,64180,42148,13576,41026,44192
03142,04/12/1996,10049,36880,26366,42438,40431
03143,07/12/1996,37008,28341,05069,43509,44009
03144,11/12/1996,30128,57786,41824,32919,53432
03145,14/12/1996,20641,55514,21060,19825,21217
03146,21/12/1996,22351,18692,55263,35020,21652
03147,28/12/1996,55669,51038,57379,26344,47726
03148,04/01/1997,29071,41294,38999,28156,12536
03149,08/01/1997,15341,04666,02362,40033,14132
03150,11/01/1997,52866,28423,56320,62790,12661
03151,15/01/1997,20329,13409,16040,61057,20656
03152,18/01/1997,50844,37145,42653,54315,29001
03153,22/01/1997,52085,32544,11019,16618,42604
03154,25/01/1997,44591,41517,58323,13710,15818
03155,01/02/1997,20242,29204,36520,64032,50913
03156,05/02/1997,14924,56587,37853,18625,20827
03157,08/02/1997,38196,58181,12551,43606,24313
03158,15/02/1997,26745,23748,03729,30785,12821
03159,19/02/1997,53117,00635,35161,00322,26911
03160,22/02/1997,48799,31501,46301,56324,19015
03161,01/03/1997,15945,27427,55376,44338,51012
03162,05/03/1997,35054,45663,53360,28992,44995
03163,08/03/1997,04411,61649,32213,56413,33930
03164,12/03/1997,46575,52825,58736,56080,48894
03165,15/03/1997,45341,38952,26295,17412,11007
03166,19/03/1997,08958,42654,28023,48318,15859
03167,22/03/1997,38826,07781,14615,22394,16795
03168,29/03/1997,15010,33775,44510,18617,08974
03169,02/04/1997,55625,53231,43373,64796,09685
03170,05/04/1997,51283,24997,39147,36018,30352
03171,09/04/1997,47494,49034,45125,13178,03141
03172,12/04/1997,60107,08378,16582,18974,10063
03173,16/04/1997,61673,50664,43284,31525,31704
03174,19/04/1997,58074,16722,18758,63375,33007
03175,26/04/1997,57691,63664,02204,39467,57402
03176,03/05/1997,03939,51849,60876,45515,65320
03177,07/05/1997,25422,32663,33085,55678,16082
03178,10/05/1997,30093,26293,20731,31838,43814
03179,14/05/1997,07093,12281,33567,17302,33684
03180,17/05/1997,39956,22436,31611,02087,45845
03181,21/05/1997,05845,48220,10176,09542,17687
03182,24/05/1997,30787,43019,42957,16875,47261
03183,31/05/1997,65585,42660,23384,65258,09082
03184,04/06/1997,62317,05678,51610,38387,18919
03185,07/06/1997,03172,51110,49495,35536,04007
03186,11/06/1997,33223,03868,24624,09872,20666
