Concurso,Data Sorteio,1º Prêmio,2º Prêmio,3º Prêmio,4º Prêmio,5º Prêmio
04605,12/11/2011,17211,01879,25321,38811,31058
04606,16/11/2011,75024,00478,72465,27979,66701
04607,19/11/2011,26316,00138,20948,09304,00295
04608,23/11/2011,18002,71547,29906,37261,23046
04609,26/11/2011,44679,72886,13248,65490,29573
04610,30/11/2011,73751,43382,22509,03420,33308
04611,03/12/2011,47323,26700,31220,66860,33748
04612,07/12/2011,70428,43133,77421,73007,49253
04613,10/12/2011,63986,59249,27575,25091,11045
04614,14/12/2011,68841,46632,15032,30831,06785
04615,17/12/2011,72681,42988,45101,49824,05936
04616,21/12/2011,00277,34126,25268,72007,37468
04617,24/12/2011,06652,64453,67545,37093,71937
04618,28/12/2011,16107,55856,54658,25804,33397
04619,31/12/2011,07679,61593,67151,23171,40962
04620,04/01/2012,37851,10563,07013,01183,54300
04621,07/01/2012,65199,08158,37656,06310,55122
04622,11/01/2012,43489,16991,18745,70069,76628
04623,14/01/2012,55780,40976,54359,03755,10206
04624,18/01/2012,67970,52527,10299,57721,41477
04625,21/01/2012,63441,53706,57902,48788,52623
04626,25/01/2012,18917,56962,38370,62742,66873
04627,28/01/2012,17359,01028,45916,12904,23415
04628,01/02/2012,21309,29391,80387,16441,01161
04629,04/02/2012,30144,03777,26843,12519,06110
04630,08/02/2012,39442,03065,78725,72214,65910
04631,11/02/2012,74014,46586,48446,68344,67476
04632,15/02/2012,12825,18949,27934,72261,18880
04633,18/02/2012,15757,76071,44323,77363,35129
04634,22/02/2012,48789,16192,10808,67869,10064
04635,25/02/2012,17316,21924,02634,42370,34915
04636,29/02/2012,65714,42404,69803,75996,26795
04637,03/03/2012,53959,54876,57769,05554,35649
04638,07/03/2012,59388,01087,72652,37575,84658
04639,10/03/2012,05690,08938,25769,62201,45074
04640,14/03/2012,22380,74151,83113,52421,10175
04641,17/03/2012,59938,32751,70403,65263,47438
04642,21/03/2012,61143,71951,46291,48810,59500
04643,24/03/2012,29850,08396,44427,67399,11128
04644,28/03/2012,43798,77628,46204,72509,80788
04645,31/03/2012,56887,65955,48439,40494,63663
04646,04/04/2012,30584,23926,62205,17672,50132
04647,07/04/2012,08906,34134,19493,70184,07680
04648,11/04/2012,53984,23728,14062,39700,04220
04649,14/04/2012,64415,65923,24760,56153,66045
04650,18/04/2012,19600,47527,09632,82140,01783
04651,20/04/2012,62499,80073,15352,20055,26664
04652,25/04/2012,34702,69787,76322,29898,07177
04653,28/04/2012,10471,16725,43254,71234,04146
04654,02/05/2012,30291,32140,39675,25107,26892
04655,05/05/2012,41778,04132,00091,52101,73095
04656,09/05/2012,28357,11437,55274,52052,36600
04657,12/05/2012,02834,02786,61316,45529,37297
04658,16/05/2012,10102,31489,12744,25354,59364
04659,19/05/2012,55072,20107,50070,64854,71882
04660,23/05/2012,77701,52352,21729,09442,52016
04661,26/05/2012,57998,14886,52130,35602,06194
04662,30/05/2012,24523,50467,13945,34195,81414
04663,02/06/2012,45888,34706,00106,25109,66577
04664,06/06/2012,39322,32794,84789,69759,07800
04665,09/06/2012,64503,43640,25273,34833,04889
04666,13/06/2012,60838,85349,02100,14363,56552
04667,16/06/2012,63766,28304,04224,36072,49799
04668,20/06/2012,80287,00155,18593,19281,59772
04669,23/06/2012,40780,21881,68240,04136,23498
04670,27/06/2012,84457,43425,01470,37258,51455
04671,30/06/2012,40092,24280,75387,15563,72541
04672,04/07/2012,66533,69702,05608,04895,37638
04673,07/07/2012,54034,58483,59529,71945,28400
04674,11/07/2012,47215,63857,67629,09281,83514
04675,14/07/2012,60512,44749,56827,13227,63710
04676,18/07/2012,64584,85885,33689,39911,65495
04677,21/07/2012,41773,35024,19234,33239,71512
04678,25/07/2012,33260,24660,09324,10252,76161
04679,28/07/2012,64683,70365,17588,62603,44718
04680,01/08/2012,54062,12705,45542,51962,24383
04681,04/08/2012,50567,24587,14856,15546,13965
04682,08/08/2012,47967,54771,79823,78161,57127
04683,11/08/2012,64295,80137,09017,09385,81695
04684,15/08/2012,56984,20522,11295,07088,33019
04685,18/08/2012,58904,70394,75164,54892,58538
04686,22/08/2012,74534,69379,61456,46128,38837
04687,25/08/2012,71253,23777,20364,01580,66070
04688,29/08/2012,83620,27436,29193,14042,50356
04689,01/09/2012,61380,54966,15143,42678,38621
04690,05/09/2012,84957,22815,74016,23397,19294
04691,08/09/2012,02493,29702,45804,18565,43855
04692,12/09/2012,81860,56550,11552,64167,03058
04693,15/09/2012,45372,62907,07802,62353,43372
04694,19/09/2012,73034,24773,79754,83247,04664
04695,22/09/2012,20282,61600,61431,37978,73940
04696,26/09/2012,14604,64142,02354,15092,83233
04697,29/09/2012,45470,42519,30079,61650,60577
04698,03/10/2012,74567,56179,85146,21251,31351
04699,06/10/2012,56428,23768,17537,27065,59098
04700,10/10/2012,81656,46103,28788,68093,71192
04701,13/10/2012,47900,12284,68629,71908,19689
04702,17/10/2012,17624,00760,42633,58438,42484
04703,20/10/2012,92916,91696,64839,37353,94718
04704,24/10/2012,17488,26809,32596,83010,34325
04705,27/10/2012,32975,87644,00048,52993,51029
04706,31/10/2012,62704,61516,55378,14295,73938
04707,03/11/2012,71977,12574,63399,80825,34018
04708,07/11/2012,41066,94020,05362,70391,09604
04709,10/11/2012,26128,45730,89080,55654,03017
04710,14/11/2012,06248,34843,60208,49775,40362
04711,17/11/2012,71181,86964,74924,51058,49430
04712,21/11/2012,39706,48404,89537,04850,12260
04713,24/11/2012,69508,49690,71471,36774,50776
04714,28/11/2012,22805,19380,40818,69594,08536
04715,01/12/2012,06072,94383,68173,42637,71009
04716,05/12/2012,47865,55787,54387,78129,02902
04717,08/12/2012,60990,14070,46370,47940,18575
04718,12/12/2012,94812,24018,01248,54014,69082
04719,15/12/2012,36704,95081,56221,66097,44236
04720,19/12/2012,69758,30560,88690,42571,68300
04721,22/12/2012,27813,76105,03795,66730,20818
04722,26/12/2012,05917,47441,61001,37913,90541
04723,29/12/2012,76523,78956,56956,58048,89282
04724,02/01/2013,57541,06704,86400,49459,52209
04725,05/01/2013,78607,12393,50655,81965,19610
04726,09/01/2013,60234,66690,48084,35071,66981
04727,12/01/2013,79550,46090,49831,39696,10533
04728,16/01/2013,27676,03704,03815,06990,35640
04729,19/01/2013,92331,45639,31046,12451,17669
04730,23/01/2013,06505,22324,19713,17432,66589
04731,26/01/2013,47567,31581,40740,84763,07730
04732,30/01/2013,48667,25917,06971,69614,62183
04733,02/02/2013,40691,86031,59433,34584,42545
04734,06/02/2013,51164,45165,46391,25551,68100
04735,09/02/2013,34404,07140,90889,00461,16870
04736,13/02/2013,28478,86653,91467,60071,11864
04737,16/02/2013,01107,75201,10196,81114,63924
04738,20/02/2013,77146,44713,45181,02413,37774
04739,23/02/2013,95238,62520,03213,25006,01731
04740,27/02/2013,88155,88804,13071,76422,52033
04741,02/03/2013,66525,66575,69558,39049,70674
04742,06/03/2013,05386,02758,04667,82972,64668
04743,09/03/2013,70200,25628,65823,31420,54278
04744,13/03/2013,22997,22656,75070,13041,52652
04745,16/03/2013,28250,02337,74342,68114,31886
04746,20/03/2013,67241,64893,03758,65705,14734
04747,23/03/2013,10485,87487,60437,89192,47008
04748,27/03/2013,30880,30557,60023,81197,85364
04749,30/03/2013,32955,01886,82659,03518,50961
04750,03/04/2013,12834,66774,52849,07566,87309
04751,06/04/2013,52026,03878,23600,73870,96202
04752,10/04/2013,89743,48479,05850,92343,10332
04753,13/04/2013,16260,23908,33356,17142,43442
04754,17/04/2013,19128,71988,37236,91084,07528
04755,20/04/2013,55091,41219,52428,67378,63086
04756,24/04/2013,24246,04632,10857,03881,59260
04757,27/04/2013,38028,06220,29599,81005,89623
04758,30/04/2013,83217,04229,32914,94442,20413
04759,04/05/2013,50983,64061,37273,73811,76051
04760,08/05/2013,20490,89407,30799,33838,78330
04761,11/05/2013,28973,76816,57665,10853,04671
04762,15/05/2013,26523,51810,36112,65401,65569
04763,18/05/2013,66497,08238,20867,39629,28062
04764,22/05/2013,23601,73744,89403,29039,36113
04765,25/05/2013,17629,93402,78101,69393,37951
04766,29/05/2013,63521,61863,50505,78337,26606
04767,01/06/2013,11884,25118,33241,73167,77204
04768,05/06/2013,77410,53737,22911,69617,53688
04769,08/06/2013,86143,72286,96630,57379,68894
04770,12/06/2013,12475,54075,55722,78291,52247
04771,15/06/2013,73388,08978,28280,26740,04121
04772,19/06/2013,88347,80078,76650,57869,01319
04773,22/06/2013,53317,32543,28994,36303,00486
04774,26/06/2013,56664,77976,81554,69453,57990
04775,29/06/2013,90434,25523,10323,70121,09985
04776,03/07/2013,83318,08563,47355,44788,18615
04777,06/07/2013,49918,66566,36428,31187,80678
04778,10/07/2013,62441,27405,22733,60334,31166
04779,13/07/2013,65176,11059,16628,89852,31666
04780,17/07/2013,95589,68030,05632,85760,56424
04781,20/07/2013,47366,92815,81507,50992,14128
04782,24/07/2013,95098,17247,31389,11058,68955
04783,27/07/2013,45537,79538,20913,57956,81866
04784,31/07/2013,41419,70113,70237,62094,76274
04785,03/08/2013,96076,32837,02975,39108,44475
04786,07/08/2013,02437,62049,04721,36732,11262
04787,10/08/2013,72449,58264,83159,01015,45949
04788,14/08/2013,45652,14013,84861,79994,28447
04789,17/08/2013,17498,39415,25591,61419,07352
04790,21/08/2013,36554,45146,13471,56463,42486
04791,24/08/2013,67605,00641,09701,55811,14925
04792,28/08/2013,64581,85265,17302,05747,53591
04793,31/08/2013,17679,55733,16633,84631,31352
04794,04/09/2013,21351,65034,06286,55396,04839
04795,06/09/2013,82097,75618,27067,95577,28497
04796,11/09/2013,05624,05340,69546,15651,13759
04797,14/09/2013,51173,92664,33662,83226,59623
04798,18/09/2013,91195,39441,36785,36711,20327
04799,21/09/2013,60989,17413,14456,14232,10664
04800,25/09/2013,60829,45840,66070,12439,42204
04801,28/09/2013,03824,05237,41702,06465,58778
04802,02/10/2013,57659,56752,63698,74437,39230
04803,05/10/2013,31458,11270,48402,17507,48663
04804,09/10/2013,65051,67779,34091,89257,79359
04805,11/10/2013,61106,01235,92747,59372,88065
04806,16/10/2013,88275,05455,64086,08333,55514
04807,19/10/2013,85400,13408,37123,22847,50072
04808,23/10/2013,83634,70917,44141,50736,36315
04809,26/10/2013,60294,11548,93986,57756,13131
04810,30/10/2013,22347,88825,22203,23148,49652
04811,01/11/2013,04081,54062,91088,80581,75123
04812,06/11/2013,55303,86700,14305,85137,37134
04813,09/11/2013,34176,84741,50245,40679,90293
04814,13/11/2013,67245,35186,04934,36752,18071
04815,16/11/2013,69049,30400,31219,08843,50247
04816,20/11/2013,09025,24420,28188,00831,62895
04817,23/11/2013,92790,89953,96482,13258,70858
04818,27/11/2013,79496,33276,48339,80223,88933
04819,30/11/2013,94680,24316,43868,71854,17646
04820,04/12/2013,91981,00013,24835,27206,17945
04821,07/12/2013,19013,33404,84145,56015,28497
04822,11/12/2013,68887,87209,44878,72504,06291
04823,14/12/2013,69477,89047,84942,28412,39261
04824,18/12/2013,49656,79659,49253,21010,39156
04825,21/12/2013,10352,45790,87091,88678,88701
04826,24/12/2013,52076,53382,63095,03090,68704
04827,28/12/2013,81900,37605,88768,67675,48047
04828,02/01/2014,00529,04695,86097,79823,34185
04829,04/01/2014,23033,78076,82655,52280,92927
04830,08/01/2014,22112,18819,38534,30507,32577
04831,11/01/2014,65403,51702,77861,77424,38797
04832,15/01/2014,45217,01598,29740,83129,01135
04833,18/01/2014,43517,80226,45199,36760,00160
04834,22/01/2014,20536,43164,10536,49013,64563
04835,25/01/2014,57851,75072,81646,83304,16514
04836,29/01/2014,08535,59188,02620,39476,25779
04837,01/02/2014,82746,12274,35976,02548,03484
04838,05/02/2014,40825,01823,37547,39317,73154
04839,08/02/2014,43616,01508,12375,63865,31839
04840,12/02/2014,34108,79958,50817,59382,71699
04841,15/02/2014,66752,69547,32412,56885,97514
04842,19/02/2014,56165,15249,33169,56283,63703
04843,22/02/2014,26048,57871,34260,70513,66015
04844,26/02/2014,94181,43192,06635,39477,38799
04845,01/03/2014,32422,40919,84249,40046,41797
04846,06/03/2014,73922,01422,25570,27025,17404
04847,08/03/2014,48771,20033,68286,50031,48779
04848,12/03/2014,61032,08229,96379,35446,25691
04849,15/03/2014,34200,63056,43375,47225,62471
04850,19/03/2014,25420,37096,25040,76171,10919
04851,22/03/2014,43350,44284,13015,50339,08042
04852,26/03/2014,15539,59610,03193,37047,20527
04853,29/03/2014,32743,20058,22354,15214,11870
04854,02/04/2014,04248,50209,02485,61418,05596
04855,05/04/2014,04365,27042,71491,63126,18294
04856,09/04/2014,16262,23397,45193,89594,01665
04857,12/04/2014,91658,24498,49252,08608,62944
04858,16/04/2014,60024,86460,52905,78063,07817
04859,19/04/2014,84403,01863,85020,80754,53532
04860,23/04/2014,01601,65911,77754,95245,89549
04861,26/04/2014,13696,27789,14192,10856,83158
04862,30/04/2014,39573,95062,29193,61472,92589
04863,03/05/2014,70877,54794,57219,00783,62555
04864,07/05/2014,37119,09410,49282,92260,17838
04865,10/05/2014,34210,44468,69141,11601,39536
04866,14/05/2014,86400,84919,21616,96348,76679
04867,17/05/2014,77209,62259,65168,15397,11453
04868,21/05/2014,81487,30527,37149,38046,30921
04869,24/05/2014,36856,95988,82709,63056,23645
04870,28/05/2014,66159,25318,58207,11863,31630
04871,31/05/2014,32997,44479,89015,24925,25970
04872,04/06/2014,19183,43228,24030,94002,50231
04873,07/06/2014,48643,51470,74009,32533,56912
04874,11/06/2014,21920,25666,89652,95911,38066
04875,14/06/2014,70399,37613,66130,03047,77793
04876,18/06/2014,87930,21685,12575,93090,43701
04877,21/06/2014,79954,35849,96393,16769,80273
04878,25/06/2014,68359,73740,54455,52639,77532
04879,28/06/2014,13309,64858,41466,70042,12279
04880,02/07/2014,86444,01261,94492,13870,30495
04881,05/07/2014,08175,86286,27451,13923,92649
04882,09/07/2014,49540,17761,12945,87721,92809
04883,12/07/2014,34099,75345,72742,63569,45819
04884,16/07/2014,19103,24626,36321,27077,61715
04885,19/07/2014,16198,13557,87275,12729,38242
04886,23/07/2014,25897,00466,34523,10150,36246
04887,26/07/2014,27357,56751,97384,86806,22858
04888,30/07/2014,24313,51557,87746,70833,34366
04889,02/08/2014,07666,11013,90331,75109,93169
04890,06/08/2014,96125,17343,03120,01412,39460
04891,09/08/2014,92872,74555,18932,04349,60556
04892,13/08/2014,23286,86735,56817,34774,86829
04893,16/08/2014,70059,75391,52684,81863,88596
04894,20/08/2014,04373,79992,24661,30003,12612
04895,23/08/2014,54843,12101,78158,64348,69628
04896,27/08/2014,11832,95300,58169,64487,06343
04897,30/08/2014,44004,75569,25236,81751,04776
04898,03/09/2014,58516,46718,46456,73595,36209
04899,06/09/2014,27190,77683,94284,75800,48255
04900,10/09/2014,25368,00428,11084,50733,95975
04901,13/09/2014,74435,72798,82506,04129,41544
04902,17/09/2014,08976,54151,81941,89149,00277
04903,20/09/2014,26964,64941,03657,63415,11392
04904,24/09/2014,79566,92771,84962,59696,13981
04905,27/09/2014,59086,91482,75413,85255,31869
04906,01/10/2014,63413,14650,05468,59357,92345
04907,04/10/2014,50880,51554,14306,45321,23854
04908,08/10/2014,20907,02576,50515,08105,41576
04909,11/10/2014,34751,53797,41456,37178,23185
04910,15/10/2014,66675,88860,91418,09666,13011
04911,18/10/2014,21244,76980,34311,98233,65062
04912,22/10/2014,56456,13872,90361,70860,80840
04913,25/10/2014,71138,44508,18128,43939,77819
04914,29/10/2014,09289,13177,23872,10125,93552
04915,01/11/2014,76438,81458,94306,18770,24877
04916,05/11/2014,89592,76111,32727,00189,17129
04917,08/11/2014,46066,05116,03094,11624,79262
04918,12/11/2014,32751,83755,74234,65146,14495
04919,14/11/2014,53884,36429,72789,18107,08719
04920,19/11/2014,71861,40933,63872,01395,62240
04921,22/11/2014,21265,22370,25986,26366,74062
04922,26/11/2014,51376,97023,26229,71674,11897
04923,29/11/2014,51775,42765,61762,86357,22140
04924,03/12/2014,37447,74041,22833,19770,30112
04925,06/12/2014,15777,76400,57249,47942,44395
04926,10/12/2014,58315,76525,96372,76812,77839
04927,13/12/2014,00105,22065,92432,96331,44504
04928,17/12/2014,64182,92044,04144,94447,24895
04929,20/12/2014,14380,77786,76310,11116,21233
04930,24/12/2014,91940,73662,91328,81435,00003
04931,27/12/2014,55159,49396,12167,54911,64601
04932,31/12/2014,26806,00788,71483,65637,47670
04933,03/01/2015,27621,32535,43799,73185,52187
04934,07/01/2015,95805,10294,52607,13118,39980
04935,10/01/2015,52402,87431,81242,59286,39996
04936,14/01/2015,74310,20476,20443,82391,79585
04937,17/01/2015,29704,06449,73268,31813,43335
04938,21/01/2015,49977,20898,38015,26763,81231
04939,24/01/2015,88260,67395,30552,32216,13475
04940,28/01/2015,89078,54424,09005,97454,11760
04941,31/01/2015,82733,03688,70720,77100,69959
04942,04/02/2015,97792,44349,27114,70874,88524
04943,07/02/2015,40147,53956,66104,23381,55724
04944,11/02/2015,46582,78706,01592,50866,08920
04945,14/02/2015,93457,74905,76099,72061,56926
04946,18/02/2015,55666,57666,07933,56244,62507
04947,21/02/2015,75507,29524,30557,24851,28523
04948,25/02/2015,08554,77610,85740,86053,11974
04949,28/02/2015,18147,44606,93343,25908,55696
04950,04/03/2015,02870,91422,16888,40994,39340
04951,07/03/2015,88550,37544,43589,48000,58760
04952,11/03/2015,25642,04351,19588,56364,08207
04953,14/03/2015,81165,27585,07719,97364,08574
04954,18/03/2015,91880,35173,43211,20985,07719
04955,21/03/2015,21614,60379,67526,84650,67771
04956,25/03/2015,54795,77188,25987,67602,02419
04957,28/03/2015,63487,65079,43554,91016,76226
04958,01/04/2015,96885,85256,83572,79541,76085
04959,04/04/2015,97984,58742,03649,53749,62746
04960,08/04/2015,05316,66186,84497,06052,84291
04961,11/04/2015,05788,01416,06216,26286,72293
04962,15/04/2015,22109,41455,13260,31566,18759
04963,18/04/2015,42583,57055,65655,20547,41710
04964,22/04/2015,59254,58650,35033,62262,94688
04965,25/04/2015,72283,83759,44839,62926,42029
04966,29/04/2015,27411,60434,65655,93140,89785
04967,02/05/2015,78461,46165,25889,11120,35001
04968,06/05/2015,69123,85779,86332,93624,07089
04969,09/05/2015,34704,77540,06633,16687,66539
04970,13/05/2015,27273,05303,17773,43661,11441
04971,16/05/2015,01416,59563,31937,11982,50834
04972,20/05/2015,22835,24414,20671,09016,42222
04973,23/05/2015,95036,28792,05107,19622,07200
04974,27/05/2015,60652,36941,48568,66257,27012
04975,30/05/2015,33914,00762,61254,62976,97488
04976,03/06/2015,80380,14017,31104,35400,29689
04977,06/06/2015,04486,05000,16549,40327,69596
04978,10/06/2015,59932,13587,76788,35989,22245
04979,13/06/2015,49529,27476,70917,47763,27697
04980,17/06/2015,22010,17060,96528,43159,06367
04981,20/06/2015,94604,35372,90646,79097,10514
04982,24/06/2015,71262,17923,45067,45617,31394
04983,27/06/2015,09808,52594,94165,50506,62711
04984,01/07/2015,58251,52738,81636,57042,36806
04985,04/07/2015,56606,08412,01584,20799,13570
04986,08/07/2015,87111,50219,63282,09682,96652
04987,11/07/2015,75581,12856,72763,84161,46014
04988,15/07/2015,05264,74939,16213,28488,29063
04989,18/07/2015,86650,71492,40185,22323,05820
04990,22/07/2015,34037,38060,83741,13920,53784
04991,25/07/2015,53871,97307,46603,92804,38571
04992,29/07/2015,87974,37436,53192,25056,76188
04993,01/08/2015,22137,72470,79004,66172,77477
04994,05/08/2015,65347,44525,83844,09363,57352
04995,08/08/2015,06455,83632,07937,06150,72159
04996,12/08/2015,41413,00831,45211,80324,92299
04997,15/08/2015,45464,86020,32731,75723,21257
04998,19/08/2015,45612,17501,77509,19871,41663
04999,22/08/2015,93644,27401,42641,62494,54020
05000,26/08/2015,72729,67611,60074,92742,21683
05001,29/08/2015,38547,35091,41860,96704,01855
05002,02/09/2015,37404,01124,22759,64635,25564
05003,05/09/2015,15561,85211,71156,72192,86810
05004,09/09/2015,22613,73669,08175,58795,43027
05005,12/09/2015,18508,10112,52831,39750,63065
